product_category,product_name,github_link,sample_language
Observability and monitoring,Trace,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/trace/trace-python-sample-opentelemetry/main.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/workflows/cloud-client/main.py,Python
Storage,Storage Control,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage-control/samples/storage_control_managed_folder_list.rb,Ruby
Databases,AlloyDB for PostgreSQL,https://github.com/GoogleCloudPlatform/alloydb-java-connector/blob/main/alloydb-jdbc-connector/src/test/java/com/google/cloud/alloydb/AlloyDbJdbcDirectPathDataSourceFactory.java,Java
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/contact-center-ai-samples/blob/main/blood-donation-agent/site/app.js,JavaScript
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/retail/interactive-tutorials/product/get-product.js,JavaScript
Networking,Service Directory,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/service-directory/snippets/createService.js,JavaScript
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/create_dataform_workflow_invocation.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/stackdriver-trace-monitoring/start/frontend/web-app/questions.js,JavaScript
Other,Android,https://github.com/googlesamples/mlkit/blob/master/android/android-snippets/app/src/main/java/com/google/example/mlkit/TextRecognitionActivity.java,Java
App development,Workflows,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/workflows/api/Workflow.Samples/ExecuteWithArguments.cs,C#
Data analytics and pipelines,Dataflow,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dataflow/spanner-io/src/main/java/com/example/dataflow/SpannerRead.java,Java
Storage,Storage Control,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/storage-control/quickstart.js,JavaScript
Storage,Storage Control,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/storage-control/renameFolder.js,JavaScript
Observability and monitoring,Trace,https://github.com/GoogleCloudPlatform/opencensus-jetty-demo/blob/master/client/src/main/java/com/google/cloud/solutions/opencensus/client/JettyTestClient.java,Java
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/airflow_db_cleanup.py,Python
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/retail/interactive-tutorials/events/write_user_event.py,Python
Other,Ruby,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/getting-started/bookshelf/app/models/book.rb,Ruby
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/stackdriver-debug-errorreporting/end/quiz-app/web-app/questions.js,JavaScript
Industry solutions,Vertex AI Search for retail,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-retail/samples/quickstart.js,JavaScript
Networking,Service Directory,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-service_directory/samples/servicedirectory.rb,Ruby
Storage,Storage Control,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage-control/samples/storage_control_create_folder.rb,Ruby
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/recaptcha_enterprise/snippets/src/main/java/recaptcha/GetMetrics.java,Java
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/recaptcha_enterprise/snippets/src/main/java/recaptcha/account_defender/ListRelatedAccountGroupMemberships.java,Java
Networking,Service Directory,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/servicedirectory/src/delete_endpoint.php,PHP
Data analytics and pipelines,Cloud Composer,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/cicd_sample/utils/add_dags_to_composer.py,Python
Observability and monitoring,Trace,https://github.com/googleapis/java-storage/blob/main/samples/snippets/src/main/java/com/example/storage/QuickstartOpenTelemetrySample.java,Java
Networking,Cloud DNS,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/dns/managed_zone_private_peering/main.tf,Terraform
Databases,AlloyDB for PostgreSQL,https://github.com/GoogleCloudPlatform/alloydb-java-connector/blob/main/alloydb-jdbc-connector/src/test/java/com/google/cloud/alloydb/AlloyDbJdbcPublicIpDataSourceFactory.java,Java
App development,Eventarc,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/eventarc/storage-handler/src/main/java/com/example/cloudrun/CloudEventController.java,Java
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/dataproc_workflow_template_instantiate_operator_tutorial.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/stackdriver-debug-errorreporting/bonus/setup/datastore.js,JavaScript
Storage,Backup and DR Service,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-backupdr/samples/quickstart.js,JavaScript
Networking,Cloud DNS,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/dns/policy_inbound/main.tf,Terraform
Data analytics and pipelines,Looker,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/looker/looker_instance_basic/main.tf,Terraform
Other,C#,https://github.com/GoogleCloudPlatform/getting-started-dotnet/blob/main/Bookshelf/Program.cs,C#
Security,Access Approval,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/accessapproval/snippets/src/main/java/accessapproval/ListRequest.java,Java
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/recaptcha_enterprise/snippets/src/main/java/recaptcha/UpdateSiteKey.java,Java
App development,Eventarc,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/eventarc/pubsub/index.js,JavaScript
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/retail/interactive-tutorials/search/search-with-pagination.js,JavaScript
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/recaptcha_enterprise/snippets/migrate_site_key.py,Python
Networking,Cloud DNS,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/dns/response_policy_rule_basic/main.tf,Terraform
Databases,AlloyDB for PostgreSQL,https://github.com/GoogleCloudPlatform/alloydb-python-connector/blob/main/tests/system/test_asyncpg_public_ip.py,Python
Data analytics and pipelines,Dataflow,https://github.com/GoogleCloudPlatform/dynamodb-spanner-migration/blob/master/dataflow/src/main/java/com/example/spanner_migration/SpannerBulkWrite.java,Java
Data analytics and pipelines,Cloud Composer,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/rest/get_client_id.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/trigger_response_dag.py,Python
AI and ML,Enterprise Knowledge Graph,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/enterpriseknowledgegraph/entity_reconciliation/list_entity_reconciliation_jobs_sample.py,Python
Networking,Service Extensions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/service_extensions/callouts/add_header/server.py,Python
Compute,VMware Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/vmwareengine/cloud-client/update_policy.py,Python
Security,Web Risk,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/webrisk/snippets/search_uri.py,Python
AI and ML,TensorFlow Enterprise,https://github.com/GoogleCloudPlatform/tensorflow-lifetime-value/blob/master/run/airflow/dags/02_predict_serve.py,Python
Storage,Storage Control,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage-control/samples/storage_control_quickstart_sample.rb,Ruby
Other,Python,https://github.com/GoogleCloudPlatform/getting-started-python/blob/main/background/app/main.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/unit_testing_test.py,Python
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/contact-center-insights/snippets/get_operation.py,Python
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/recaptcha_enterprise/snippets/delete_site_key.py,Python
Observability and monitoring,Trace,https://github.com/googleapis/cloud-trace-nodejs/blob/main/samples/snippets.js,JavaScript
Storage,Filestore,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-filestore/samples/quickstart.js,JavaScript
Security,Access Context Manager,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-identity-accesscontextmanager/samples/quickstart.js,JavaScript
Storage,Storage Control,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage-control/samples/storage_control_rename_folder.rb,Ruby
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/vpc/private_service_connect/private_service_connect_google_apis/main.tf,Terraform
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailEvents.Samples/WriteUserEventSample.cs,C#
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailProducts.Samples/ImportProductsInlineSourceSample.cs,C#
Data analytics and pipelines,Dataflow,https://github.com/GoogleCloudPlatform/dynamodb-spanner-migration/blob/master/dataflow/src/main/java/com/example/spanner_migration/SpannerStreamingWrite.java,Java
App development,Eventarc,https://github.com/GoogleCloudPlatform/eventarc-samples/blob/main/publish-events/channel-connection/client-libraries/python/publish.py,Python
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/2-structured-data/src/main/java/com/example/getstarted/basicactions/ReadBookServlet.java,Java
Observability and monitoring,Trace,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/opentelemetry/instrumentation/app/client.go,Go
Networking,Service Directory,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/servicedirectory/create_service.go,Go
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/container-registry/container-analysis/src/main/java/com/example/containeranalysis/GetDiscoveryInfo.java,Java
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/container-registry/container-analysis/src/main/java/com/example/containeranalysis/HighVulnerabilitiesForImage.java,Java
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/recaptcha_enterprise/snippets/src/main/java/recaptcha/ListSiteKeys.java,Java
Networking,Service Directory,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/service-directory/snippets/quickstart.js,JavaScript
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/recaptcha/src/get_key.php,PHP
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/contact-center-insights/snippets/create_conversation_with_ttl.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/functions/v2/log/stackdriver/main.py,Python
Databases,Database Migration Service,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-oracledatabase/samples/quickstart.js,JavaScript
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-google-network/blob/main/examples/basic_firewall_rule/main.tf,Terraform
Other,C#,https://github.com/GoogleCloudPlatform/getting-started-dotnet/blob/main/Bookshelf/Controllers/BooksController.cs,C#
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/containeranalysis/snippets/create_note.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-debug-errorreporting/end/quiz-app/web-app/questions.js,JavaScript
App development,Eventarc,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/eventarc/use_cmek/main.tf,Terraform
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/lb/target_http_proxy_basic/main.tf,Terraform
Databases,AlloyDB for PostgreSQL,https://github.com/GoogleCloudPlatform/alloydb-python-connector/blob/main/tests/system/test_sqlalchemy_asyncpg_direct_connection.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/workflows/api/Workflow.Samples/Execute.cs,C#
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/kubernetes_pod_operator_c2.py,Python
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/contact-center-insights/snippets/create_phrase_matcher_any_of.py,Python
